,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
5078,Mughal-E-Zaika,New Delhi,"K111 Rang Puri Road, Mahipalpur, New Delhi",Mahipalpur,"Mughlai, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
5079,Mukesh Bhojnalaya,New Delhi,"K-4, Shop 159, Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5080,New Royal Blue Dhaba,New Delhi,"Lane 9, Old Rangpuri Road, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5081,New Sharma Chicken Corner,New Delhi,"814, Mahipalpur Mata Chowk, Vasant Kunj Road, Mahipalpur, New Delhi",Mahipalpur,"North Indian, Biryani",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5082,Pakwan,New Delhi,"Shalimar Hotel, A-160, Road 4, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
5083,Pizza Corner,New Delhi,"K-98, Rangpuri, Mahipalpur Road, Mahipalpur, New Delhi",Mahipalpur,"Pizza, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5084,Pokhreli Kitchen,New Delhi,"184, Ground Floor, Road 1, Mahipalpur, New Delhi",Mahipalpur,"South Indian, Nepalese",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5085,Rasoi,New Delhi,"A-160, Hotel Shalimaar, Mahipalpur, New Delhi",Mahipalpur,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
5086,Satya Dhaba,New Delhi,"L 321/13, N.H. 8, Near Saptagiri Hotel, Mahipalpur, New Delhi",Mahipalpur,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5087,Sha-O-Lin Chinese Fast Food,New Delhi,"3, A 104, Road 4, Mahipalpur, New Delhi",Mahipalpur,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5088,Shahi Chicken Corner,New Delhi,"L-25, Mahipalpur, New Delhi",Mahipalpur,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5089,Shama Muradabadi,New Delhi,"A-116, Road 4, Near IPH, Mahipalpur, New Delhi",Mahipalpur,"North Indian, Biryani",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5090,Sunil Punjabi Dhaba,New Delhi,"Main Vasant Kunj Road, Mahipalpur, New Delhi",Mahipalpur,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5091,Sunita Dhaba,New Delhi,"National Highway 8, Near Shanti Place Hotel, Mahipalpur, New Delhi",Mahipalpur,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5092,Taste of India,New Delhi,"A-53,   NH-8, Near IGI Airport, Mahipalpur, New Delhi",Mahipalpur,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated,0,India
5093,U.P. Al-Flah Restaurant,New Delhi,"L-1, Street 1, Mahipalpur, New Delhi",Mahipalpur,Biryani,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5094,Vaishno Da Dhaba,New Delhi,"Badam Singh Market, NH 8, Rangpuri, Mahipalpur, New Delhi",Mahipalpur,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5095,Yadav Sweets,New Delhi,"Old Rangpuri, Near Sabzi Mandi, Mahipalpur, New Delhi",Mahipalpur,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5096,The Cavalry Bar - Maidens Hotel,New Delhi,"Maidens Hotel, 7, Shamnath Marg, Civil Lines, New Delhi","Maidens Hotel, Civil Lines",Finger Food,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.7,Orange,Average,17,India
5097,The Curzon Room - Maidens Hotel,New Delhi,"Maidens Hotel, 7, Shamnath Marg, Civil Lines, New Delhi","Maidens Hotel, Civil Lines","European, North Indian",3200,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average,39,India
5098,The Garden Terrace - Maidens Hotel,New Delhi,"Maidens Hotel, 7, Shamnath Marg, Civil Lines, New Delhi","Maidens Hotel, Civil Lines","North Indian, Continental",3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,57,India
5099,Ama Rabsel House,New Delhi,"House 47, Majnu Ka Tila, New Delhi",Majnu ka Tila,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,8,India
5100,Cafe Plus,New Delhi,"B-29, New Sakya House, New Camp, Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,13,India
5101,Hornbill,New Delhi,"158, Block 7, Majnu ka Tila, New Delhi",Majnu ka Tila,"Naga, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,India
5102,Orange Cafe & Restaurant,New Delhi,"Block 10, House 7, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8,India
5103,ABC Restaurant,New Delhi,"House 74 A, Block H, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5104,Achi Restaurant,New Delhi,"Ground Floor, Achi House, Majnu ka Tila, New Delhi",Majnu ka Tila,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5105,Asian House Restaurant,New Delhi,"1st floor, Asian Hotel, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, South Indian, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5106,Cafe 59,New Delhi,"New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Cafe, North Eastern",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
5107,Drepung Loselling,New Delhi,"42, New Tibetan Colony, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
5108,Dus Bab,New Delhi,"B-4, House 76, Majnu ka Tila, New Delhi",Majnu ka Tila,Tibetan,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
5109,DZI House,New Delhi,"188-A, Block 9, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"North Indian, Chinese, Tibetan",550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
5110,Good Luck Cafe,New Delhi,"House 8A, Block 3, Tara House, Majnu ka Tila, New Delhi",Majnu ka Tila,Ice Cream,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5111,Kathmandu,New Delhi,"Old Camp, Majnu ka Tila, New Delhi",Majnu ka Tila,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5112,Kullu Manali Restaurant,New Delhi,"170, Main Road, Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5113,Lhamo's Kitchen,New Delhi,"Block 10, House 7, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,Nepalese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5114,Lhasa Manthang Restaurant,New Delhi,"House 100/B, Block 5, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5115,Lhasa Thali House,New Delhi,"15-16, New Tibetan Camp, Majnu Ka Tila",Majnu ka Tila,Nepalese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5116,Little Tibet,New Delhi,"House 16, Block 7, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Cafe, Tibetan",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5117,Lotus House Restaurant,New Delhi,"House 24/25, New Tibet Camp, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
5118,Mahi Rasoi,New Delhi,"11, Old Camp House, Majnu ka Tila, New Delhi",Majnu ka Tila,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5119,New Open Restaurant,New Delhi,"House 48, Old Camp, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Nepalese, Tibetan",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5120,Rooftop Restaurant,New Delhi,"B-4, House 76, Majnu ka Tila, New Delhi",Majnu ka Tila,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
5121,Somang House Restaurant,New Delhi,"4, Somang Complex, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Asian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
5122,Tandoori Khazana,New Delhi,"2-B, Buta Singh Building, Majnu ka Tila, New Delhi",Majnu ka Tila,"North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5123,Tsopema Restaurant,New Delhi,"House 24/25, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Tibetan, Chinese, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
5124,33 Food,New Delhi,"J-1/13, Gupta Colony, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,93,India
5125,Burger Point,New Delhi,"E-6/11,12, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Burger, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,78,India
5126,Cafe Blur,New Delhi,"C 114, Panchsheel Vihar, Khirki Extension, Malviya Nagar, Malviya Nagar, New Delhi",Malviya Nagar,"Cafe, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,India
5127,Cafe Coffee Day,New Delhi,"22, New Market, Malviya Nagar, New Delhi",Malviya Nagar,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,52,India
5128,Cafe Rendezvous,New Delhi,"T-540, The Panchshila Rendezvous, Panchshila Park, Malviya Nagar, New Delhi",Malviya Nagar,"Mexican, Italian, North Indian, Continental, Asian",1550,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,191,India
5129,Cakes & Bakes,New Delhi,"C-77, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,75,India
5130,Chatorey Chacha,New Delhi,"E-2/16, Near Shani Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"Street Food, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,51,India
5131,Chilli Dragon,New Delhi,"C-2, Ground Floor, Panchsheel Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Chinese, Thai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,35,India
5132,DCK- Dana Choga's Kitchen,New Delhi,"E-2/4, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,297,India
5133,Divya's Rimpy Restaurant,New Delhi,"E-1/14, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,245,India
5134,Express Dhaba,New Delhi,"489/55-1, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,68,India
5135,Go Foodie,New Delhi,"L-82, Shop 2, Ground Floor, Near Gol Chakkar, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,105,India
5136,Health Pan,New Delhi,"210-B, Near Syndicate Bank, Savitri Nagar, Malviya Nagar, New Delhi",Malviya Nagar,Healthy Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,45,India
5137,Karim's,New Delhi,"40-B, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Mughlai, North Indian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.0,Orange,Average,183,India
5138,Karuna,New Delhi,"JB-9B, Shop 5, Gupta Colony, Khiki Extension, Malviya Nagar, New Delhi",Malviya Nagar,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,15,India
5139,Kathi,New Delhi,"Shop 1, 179-D, Opposite Select City Walk Mall, Khirki Village, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Fast Food, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,75,India
5140,King Chilly Kitchen,New Delhi,"M-67-A, Malviya Nagar, New Delhi Tikona Park",Malviya Nagar,"Chinese, Tibetan",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,17,India
5141,Kolhapuri Veg Non-Veg Foods,New Delhi,"JD-26, Khidki Extension, Malviya Nagar, New Delhi",Malviya Nagar,Maharashtrian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,20,India
5142,Mehfil Dhaba,New Delhi,"2, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,214,India
5143,Moti Mahal Delux - Legendary Culinary,New Delhi,"489/55/2, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,146,India
5144,Open Oven,New Delhi,"E-2/16, Malviya Nagar, New Delhi",Malviya Nagar,"Bakery, Desserts, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,103,India
5145,Paapi Paet,New Delhi,"E-5/1, Shop 5, Malviya Nagar, New Delhi",Malviya Nagar,"Fast Food, Beverages",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,250,India
5146,Pepper Corn Express,New Delhi,"T-540, Opposite Arya Samaj Mandir, Malviya Nagar Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,50,India
5147,Pinch Of China,New Delhi,"C-2, Shop 2, Panchsheel Vihar, Malviya Nagar, New Delhi",Malviya Nagar,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14,India
5148,Pizza Hut Delivery,New Delhi,"17 & 18, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,120,India
5149,Punjabee's Darbar,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,34,India
5150,Ramjee's,New Delhi,"E-2/16, 1st Floor, Near Shani Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"Street Food, North Indian",150,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,62,India
5151,Rollmaal,New Delhi,"Shop 9, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,218,India
5152,Shaolin,New Delhi,"2/30, Shivalik Geetanjali Road, Malviya Nagar, New Delhi",Malviya Nagar,Chinese,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,217,India
5153,Subway,New Delhi,"1/3, E Block, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,183,India
5154,The Chocolate Room,New Delhi,"B-6, Ground Floor, Shivalik, Malviya Nagar, New Delhi",Malviya Nagar,"Cafe, Italian, Mexican, Salad, Desserts",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average,155,India
5155,The Delhi Heights,New Delhi,"2 & 3, E-6/12, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.8,Orange,Average,198,India
5156,Thok (The House of Kakori),New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.4,Orange,Average,485,India
5157,Uloo,New Delhi,"JE 2, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.2,Orange,Average,134,India
5158,Vadapav Junction & More,New Delhi,"Shop 4, Opposite Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Street Food, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,37,India
5159,Behrouz Biryani,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,61,India
5160,Beliram Degchiwala,New Delhi,"Shop 10 & 11, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,226,India
5161,Bhukkhar,New Delhi,"T -7A, Opposite 90/14-A, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,100,India
5162,Biryani Blues,New Delhi,"Building 2, Ground Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Biryani, Hyderabadi",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.9,Yellow,Good,113,India
5163,Bun Intended,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Burger, American, Fast Food",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,50,India
5164,Casa Asia,New Delhi,"Opposite Select Citywalk, J Block, Malviya Nagar, New Delhi",Malviya Nagar,Chinese,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,306,India
5165,Chic Fish,New Delhi,"32, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,361,India
5166,Dunkin' Donuts,New Delhi,"C-6, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,290,India
5167,Farratta,New Delhi,"17-18, 1st Floor, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,93,India
5168,Flavors of Chennai,New Delhi,"6, Corner Market, Near Hanuman Temple, Malviya Nagar, New Delhi",Malviya Nagar,South Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,370,India
5169,Food For Thought,New Delhi,"14, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Italian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,55,India
5170,FreshMenu,New Delhi,"181-C, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,132,India
5171,Giani's,New Delhi,"2, C-10, Opposite ITI, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,145,India
5172,Gopala,New Delhi,"C31, Main Market, Near HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,45,India
5173,Green Chick Chop,New Delhi,"E 6/75, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,52,India
5174,Hunger Must Die,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Italian, North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,99,India
5175,Kolkata Kathi Roll,New Delhi,"3, E-2/16, Malviya Nagar, New Delhi",Malviya Nagar,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,82,India
5176,Max Grille and Kitchen,New Delhi,"2A, Corner Market, Near Arya Samaj Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good,99,India
5177,Moti Sweets,New Delhi,"C-5, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,114,India
5178,Nazeer Foods,New Delhi,"C-5, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,427,India
5179,Nikashee,New Delhi,"E-1/12, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Chinese, Thai",600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,408,India
5180,Noodle Box,New Delhi,"B1/12, Near Apeejay School, Malviya Nagar, New Delhi",Malviya Nagar,"Chinese, Thai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,60,India
5181,Pema's,New Delhi,"Shop 3, 3/31, Upper Ground Floor, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Chinese, Tibetan, Japanese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,412,India
5182,Plumber - The Lounge,New Delhi,"10 & 11, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Thai, Chinese, North Indian",1500,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,38,India
5183,Pudding & Pie,New Delhi,"C-60, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Bakery, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,137,India
5184,RP's Restaurant,New Delhi,"50-D, Savitri Nagar, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Mughlai, North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,259,India
5185,Soi Thai,New Delhi,"Shop 3, Navjivan Vihar Market, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Thai, Japanese",1500,Indian Rupees(Rs.),No,Yes,No,No,3,3.6,Yellow,Good,148,India
5186,Speedy Chow,New Delhi,"9, 1st Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Chinese, Thai",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,268,India
5187,Stoned Age Kitchen,New Delhi,"H-18/11, Malviya Nagar, New Delhi",Malviya Nagar,Continental,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,91,India
5188,Suribachi,New Delhi,"T-540, Panchshila Park, Malviya Nagar, New Delhi",Malviya Nagar,"Asian, North Indian, Continental",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,104,India
5189,Swagath,New Delhi,"C-8, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Chinese, Seafood, Chettinad",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,168,India
5190,The Delhi Canteen,New Delhi,"30, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Continental, Asian, Chinese, Thai",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,305,India
5191,The Grill Kitchen,New Delhi,"Opposite Gurudwara, L Block Road, Sector 6, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,75,India
5192,The Midnight Heroes,New Delhi,"Sri Aurbindo Marg, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Biryani, Chinese, Fast Food",950,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,41,India
5193,The Salad Bowl,New Delhi,"Navjeevan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Healthy Food, Salad",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,34,India
5194,Domino's Pizza,New Delhi,"C-7, Malviya Nagar, New Delhi",Malviya Nagar,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,185,India
5195,Food Army,New Delhi,"T-265 C/8A, Chirag Dilli, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,18,India
5196,Moti Restaurant,New Delhi,"16, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, South Indian, Chinese, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,137,India
5197,New Baba Da Dhaba,New Delhi,"J1/110, Gupta Colony, Near Saini Estate, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.0,Red,Poor,84,India
5198,Tunday Kababi,New Delhi,"489, 55/4, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Lucknowi, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,182,India
5199,Dilli BC,New Delhi,"B-2, Local Shopping Complex, STC/MMTC Market, Near Sri Aurobindo College, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,84,India
